seed,generation,child_id,parent1_id,parent2_id,morph_diff_p1,morph_diff_p2,tf_diff_p1,tf_diff_p2,activation_diff_p1,activation_diff_p2,trajectory_diff_p1,trajectory_diff_p2
741426186,2,101,84,26,11,13,14.9037,5.7029,2,2,3171.1966,1707.3319
741426186,2,102,4,2,7,8,9.109,6.3582,1,0,966.0957,1247.1656
741426186,2,103,78,98,10,12,14.233,10.7085,0,1,3391.4747,2207.7951
741426186,2,104,33,29,12,10,7.1092,6.1935,1,1,1769.5055,1650.2129
741426186,2,105,75,6,8,12,11.8426,3.3497,1,0,2029.1787,1193.1712
741426186,2,106,66,42,4,13,5.9368,9.844,1,2,1051.4208,3854.7475
741426186,2,107,92,61,8,6,14.5854,5.4287,1,2,2960.8605,1578.3969
741426186,2,108,65,76,13,12,6.6856,13.9864,1,2,816.6574,2393.5754
741426186,2,109,81,98,14,14,19.8542,9.7582,1,1,3419.9263,2802.3108
741426186,2,110,38,52,14,15,19.3597,21.1115,2,1,3613.1572,4353.1736
741426186,2,111,33,22,9,3,11.4493,7.0658,3,2,2194.8025,1332.9685
741426186,2,112,82,59,10,13,16.9821,11.7437,1,1,3468.8496,2521.258
741426186,2,113,83,81,14,10,21.2306,10.2162,0,0,3832.913,1442.2807
741426186,2,114,48,98,9,14,9.4483,11.4661,2,1,2034.3103,3132.8271
741426186,2,115,2,92,0,9,1.0407,15.4151,0,1,330.7518,3509.3582
741426186,2,116,2,15,4,7,8.2598,9.6299,1,0,1791.554,2149.1291
741426186,2,117,69,26,9,9,9.4083,9.3391,2,1,2014.0123,2028.8756
741426186,2,118,76,92,10,6,21.7111,14.5871,2,1,3883.7996,1831.0929
741426186,2,119,47,87,9,11,12.4694,9.7236,3,3,2764.5435,2415.9593
741426186,2,120,6,67,9,12,13.1883,6.4528,0,0,2704.2064,1491.6405
741426186,2,121,50,82,0,12,0.0,21.0592,0,2,0.0,4867.2826
741426186,2,122,32,67,2,7,7.2729,14.6301,1,0,1770.3547,3522.97
741426186,2,123,92,78,6,12,12.3154,16.9555,1,2,2856.1692,4399.7659
741426186,2,124,65,61,11,6,12.0471,3.8284,3,2,2544.6975,946.0482
741426186,2,125,65,58,18,8,13.9291,24.161,1,3,681.6101,2286.2601
741426186,2,126,75,38,7,3,3.8293,6.5606,1,2,1576.5854,1525.9208
741426186,2,127,18,81,11,13,7.2378,18.3033,1,2,1507.3335,3235.3879
741426186,2,128,98,65,5,13,7.6914,10.6258,1,1,1742.0273,2205.5169
