seed,generation,child_id,parent1_id,parent2_id,morph_diff_p1,morph_diff_p2,tf_diff_p1,tf_diff_p2,activation_diff_p1,activation_diff_p2,trajectory_diff_p1,trajectory_diff_p2
2024494734,2,101,89,20,7,7,8.7211,4.487,0,1,1849.4666,826.3363
2024494734,2,102,81,12,6,10,8.0393,3.7613,1,0,2313.2547,1343.5606
2024494734,2,103,26,76,7,11,9.0748,14.3941,2,2,2228.7946,2959.5307
2024494734,2,104,83,35,6,9,10.1212,12.9276,2,1,1067.4925,3184.6938
2024494734,2,105,51,17,5,7,2.1121,9.2674,0,0,384.5199,1812.4301
2024494734,2,106,82,69,15,7,15.3165,17.2264,0,3,4847.9937,2150.2752
2024494734,2,107,17,52,9,13,8.6314,10.5118,1,2,3099.8064,2521.2852
2024494734,2,108,51,82,6,15,9.9137,32.4816,2,3,1650.45,6904.8725
2024494734,2,109,42,70,9,14,15.4525,11.4207,1,1,3340.3334,2483.7362
2024494734,2,110,46,31,12,9,7.1316,6.9701,2,0,1566.5353,1238.4758
2024494734,2,111,89,62,11,8,8.0255,5.8173,0,1,1673.2484,2267.7702
2024494734,2,112,88,76,13,15,16.696,23.4197,1,1,2775.7989,4354.8235
2024494734,2,113,46,64,10,19,9.6185,23.2068,0,2,1651.4227,4361.0737
2024494734,2,114,46,15,3,14,1.6593,12.8718,1,1,352.1229,2766.953
2024494734,2,115,62,38,12,12,16.7653,11.2934,2,1,3515.3147,2745.3984
2024494734,2,116,17,93,13,10,9.5957,3.4526,1,0,4164.6165,2964.5056
2024494734,2,117,62,48,14,9,3.8272,13.6811,0,3,1001.9766,3163.4389
2024494734,2,118,42,94,3,8,9.6739,8.7233,1,1,2340.4479,2143.2417
2024494734,2,119,94,85,6,8,2.6968,1.2447,1,0,1233.8824,709.216
2024494734,2,120,64,81,9,10,4.7995,13.667,2,2,1498.4017,3513.7861
2024494734,2,121,62,93,2,8,4.0291,10.337,0,1,1028.4156,2124.1537
2024494734,2,122,86,12,21,24,29.2457,38.7714,2,3,5830.8592,7902.2977
2024494734,2,123,56,49,11,17,13.3549,12.5457,3,1,2769.0671,2879.1351
2024494734,2,124,63,64,3,11,8.9416,5.1616,1,1,1029.2993,1343.1428
2024494734,2,125,39,82,15,13,3.2713,20.9574,0,2,844.2045,4810.6918
2024494734,2,126,26,95,0,14,0.8837,12.7679,1,2,192.7018,2877.8924
2024494734,2,127,82,58,20,12,13.3112,26.6333,0,4,4087.0875,5238.0006
2024494734,2,128,83,84,7,9,18.5755,21.4804,1,1,4265.4105,4580.972
2024494734,2,129,12,6,6,12,4.7799,10.2114,0,1,977.6042,2015.1485
2024494734,2,130,58,89,0,9,0.8689,11.8786,0,2,209.6948,2445.4263
2024494734,2,131,60,11,18,17,16.5492,11.7116,1,1,3721.9089,2615.0516
2024494734,2,132,51,46,5,14,6.9531,16.1087,1,2,1024.1275,3578.4437
2024494734,2,133,94,48,17,19,21.976,26.5991,2,3,4198.8789,5645.9824
2024494734,2,134,71,28,7,7,9.7799,9.9717,3,2,2179.8607,2169.3832
2024494734,2,135,88,52,2,13,4.965,8.8221,2,2,231.7613,1868.7973
2024494734,2,136,51,99,12,5,10.1624,5.2859,1,1,1828.5725,924.6475
2024494734,2,137,74,89,6,8,7.1492,7.4737,1,1,1792.7378,1201.4926
2024494734,2,138,83,38,7,16,22.002,21.2058,0,1,5524.0073,3919.6798
2024494734,2,139,99,93,16,14,17.0926,11.2835,2,1,4046.254,2737.9903
2024494734,2,140,17,89,10,16,7.0053,8.1101,0,1,1530.0946,1896.0168
2024494734,2,141,82,39,11,12,26.0956,12.5072,2,2,5201.3702,3098.3526
2024494734,2,142,63,11,12,9,10.6332,14.3298,0,0,3525.4853,2506.5454
2024494734,2,143,48,38,0,10,0.0,8.8612,0,2,0.0,2706.5595
2024494734,2,144,93,89,5,9,3.2652,6.7243,1,1,862.9642,1558.4202
2024494734,2,145,8,41,6,8,9.2377,8.3868,2,0,2125.8693,1901.7279
2024494734,2,146,38,86,13,15,14.961,15.9278,1,1,2896.1049,2131.643
2024494734,2,147,94,62,7,10,11.7663,8.8231,1,1,2773.8499,1271.9925
2024494734,2,148,71,39,0,14,0.0,8.0824,0,1,0.0,2739.675
2024494734,2,149,38,51,11,14,16.0542,9.6338,1,0,3510.1525,2294.1562
2024494734,2,150,11,95,15,13,14.5891,10.1459,3,2,3214.9164,2353.7855
2024494734,2,151,12,41,10,6,11.901,6.715,2,0,1990.4215,807.7047
2024494734,2,152,99,46,2,15,5.5282,12.7555,2,1,1483.262,3000.8804
2024494734,2,153,31,8,12,11,9.0335,12.6082,2,1,2582.4871,3338.7324
2024494734,2,154,84,38,7,13,4.8396,7.6586,2,1,1734.5943,1557.8166
2024494734,2,155,17,41,5,8,10.9088,10.6591,1,1,2339.5282,1908.1932
2024494734,2,156,50,82,11,15,16.6463,34.7265,2,4,4801.7863,7284.0576
2024494734,2,157,65,16,7,12,8.0478,9.0003,0,1,1630.1192,1918.8506
2024494734,2,158,84,76,0,12,0.0,18.3777,0,3,0.0,3116.9649
2024494734,2,159,60,35,9,11,11.2823,2.39,0,0,3343.5672,734.354
2024494734,2,160,13,94,5,4,3.9457,1.7295,2,1,659.0478,707.6432
2024494734,2,161,46,42,16,17,28.6731,32.8094,2,1,5739.2394,6958.9807
2024494734,2,162,63,81,10,9,6.6106,10.7727,1,1,1471.5378,3099.5906
2024494734,2,163,48,39,0,11,0.0,14.4058,0,2,0.0,3991.0687
2024494734,2,164,60,13,13,8,17.825,8.7057,3,3,5268.6423,1698.661
2024494734,2,165,82,38,10,12,11.5908,27.0384,0,2,2310.2201,5432.1458
2024494734,2,166,11,50,8,11,10.6593,12.1073,2,2,2546.0455,3755.2176
2024494734,2,167,92,94,11,7,9.2201,2.8709,2,1,1289.6636,792.1271
2024494734,2,168,53,82,11,19,15.2986,18.2012,2,1,3843.0284,3705.6142
2024494734,2,169,64,69,13,11,12.9586,16.3019,1,2,1591.407,2687.3485
2024494734,2,170,37,84,9,9,17.4184,14.154,2,2,4252.6877,3208.9252
2024494734,2,171,90,78,11,12,3.1446,18.6042,0,2,1292.0508,5800.4061
2024494734,2,172,75,12,11,9,7.3899,4.3799,2,0,1625.5919,647.0169
2024494734,2,173,89,31,13,10,12.4107,5.1329,2,2,2692.8049,2373.6068
2024494734,2,174,93,76,17,14,19.5499,8.0958,2,0,3480.5186,2864.7091
