seed,generation,child_id,parent1_id,parent2_id,morph_diff_p1,morph_diff_p2,tf_diff_p1,tf_diff_p2,activation_diff_p1,activation_diff_p2,trajectory_diff_p1,trajectory_diff_p2
2068761028,2,101,56,63,13,7,25.9617,5.0153,2,2,5238.1741,1466.1281
2068761028,2,102,32,14,10,10,8.4242,7.1995,1,0,3111.1254,2540.7696
2068761028,2,103,15,63,12,15,20.068,19.5733,1,1,2802.6153,2660.8871
2068761028,2,104,100,88,2,13,2.4064,19.0584,1,2,681.6735,4722.5249
2068761028,2,105,32,70,15,20,11.8333,10.3468,1,1,3079.3459,3134.8677
2068761028,2,106,78,95,2,12,1.557,3.5164,0,1,400.5911,1147.3523
2068761028,2,107,99,95,9,7,14.1852,13.5877,1,1,2586.1426,2446.4612
2068761028,2,108,73,38,10,11,4.4428,9.1464,1,2,1237.9719,2253.2316
2068761028,2,109,99,94,12,14,7.8927,10.1961,1,1,1467.7287,2144.7457
2068761028,2,110,41,25,13,12,11.3285,21.0577,0,1,3513.0727,4977.8148
2068761028,2,111,13,26,16,6,10.1912,9.2986,1,2,3292.1772,1533.4875
2068761028,2,112,32,14,4,7,8.3448,9.5695,2,3,1304.1265,1952.8797
2068761028,2,113,99,90,7,5,4.7999,7.0932,2,2,1127.4061,1567.8065
2068761028,2,114,70,26,11,6,11.4346,1.1001,2,1,2028.9444,937.9922
2068761028,2,115,93,79,0,6,0.0,15.1814,0,2,0.973,2316.5592
2068761028,2,116,34,41,11,17,13.7201,16.9217,2,2,3428.3155,4000.9669
2068761028,2,117,42,23,11,10,9.4589,5.6382,2,1,2210.7391,1593.9094
2068761028,2,118,75,41,0,18,13.1763,14.2694,1,0,2039.2039,2818.7368
2068761028,2,119,32,25,0,10,0.0,15.8774,0,2,3.9493,2888.5853
2068761028,2,120,95,1,13,16,10.1095,16.2797,0,3,2760.0015,4144.5093
2068761028,2,121,79,34,4,12,1.6754,14.3172,0,2,988.8599,3451.6101
2068761028,2,122,25,90,13,18,9.967,8.1871,2,1,2125.5877,2571.1465
2068761028,2,123,33,66,8,10,8.929,18.7389,1,2,1933.9248,3787.4362
2068761028,2,124,76,49,12,2,16.0581,1.4554,3,1,4934.9424,493.9851
2068761028,2,125,99,78,6,12,12.8098,4.8897,2,1,2717.2915,1481.1869
2068761028,2,126,51,25,14,11,5.5116,9.378,2,1,2465.8902,2401.2957
2068761028,2,127,78,71,3,9,5.6106,6.2746,1,3,1197.2685,1804.1847
2068761028,2,128,15,5,3,18,9.212,21.1928,1,1,1351.8339,3471.5544
2068761028,2,129,100,15,16,18,23.418,17.2637,3,1,4400.5271,3292.6978
2068761028,2,130,96,26,10,7,7.9725,6.6821,1,2,2910.253,1461.365
2068761028,2,131,66,33,4,14,3.5253,10.7894,0,1,517.2182,1887.3042
2068761028,2,132,24,94,4,10,3.8911,11.1543,0,2,489.2262,2709.608
2068761028,2,133,99,63,4,6,2.5935,5.4739,1,0,871.7344,1224.1367
2068761028,2,134,21,78,3,13,6.9189,12.5845,0,2,1853.617,3092.4614
2068761028,2,135,78,73,2,9,4.1394,6.9443,0,0,836.4169,1181.7714
2068761028,2,136,19,41,18,17,19.199,17.6022,1,0,4972.2398,3747.4482
2068761028,2,137,94,70,6,11,9.1734,10.8914,1,2,2085.4367,1918.5516
2068761028,2,138,70,92,7,9,6.288,6.2802,0,1,1425.2304,1144.4597
2068761028,2,139,94,29,6,15,10.7487,24.3654,2,3,2280.2951,3151.9601
2068761028,2,140,10,39,14,11,7.6088,17.384,0,0,1313.1288,3158.1541
2068761028,2,141,29,32,20,13,12.9851,13.7152,1,1,1946.9647,2177.7119
2068761028,2,142,41,63,18,12,6.1657,6.1925,0,1,1634.3009,1390.9001
2068761028,2,143,23,66,9,8,5.365,14.1615,1,3,1010.7779,3105.412
2068761028,2,144,78,79,10,6,5.8056,3.2791,0,1,977.8449,715.5053
2068761028,2,145,26,38,9,12,29.4516,22.2261,3,1,6376.1027,6085.8271
2068761028,2,146,64,70,0,13,0.265,7.6766,0,1,75.0835,2379.8012
2068761028,2,147,29,63,18,11,9.7167,10.2939,1,1,2118.8483,2814.5797
2068761028,2,148,24,51,9,6,3.1291,11.9766,1,1,1089.7222,2480.4306
2068761028,2,149,42,21,6,7,5.0697,7.1569,2,1,1402.6526,1610.1682
2068761028,2,150,90,14,1,9,0.4327,2.4763,0,0,255.2251,682.5168
2068761028,2,151,2,15,14,15,27.0152,38.1801,0,1,2858.0647,3629.7173
2068761028,2,152,25,78,2,13,4.993,15.6534,1,3,765.5566,2720.665
2068761028,2,153,94,84,5,12,11.7367,20.0097,1,2,2015.0689,3374.9234
2068761028,2,154,99,95,7,12,6.342,2.2814,2,0,2198.1976,879.5879
2068761028,2,155,88,70,13,16,13.0341,13.877,1,2,3211.7207,2914.7507
2068761028,2,156,46,78,14,19,41.4979,41.8882,1,1,9180.2657,8715.3666
2068761028,2,157,99,34,0,11,0.0,14.3838,0,2,0.0,3448.3901
2068761028,2,158,29,15,22,20,35.547,36.1623,1,1,5966.807,6078.7313
2068761028,2,159,78,38,13,12,7.1918,13.3977,1,2,1712.7676,2839.7712
2068761028,2,160,71,66,0,13,4.2831,16.2126,0,2,473.7272,2760.9807
2068761028,2,161,71,81,3,7,4.1799,10.7145,2,3,1475.8903,2745.1701
2068761028,2,162,79,49,3,4,1.6491,1.6004,1,1,1018.3525,427.0518
2068761028,2,163,76,32,13,13,17.9538,7.1365,2,1,4938.8863,1382.2372
2068761028,2,164,29,73,15,8,13.2147,17.5998,1,1,2372.4936,3103.2447
2068761028,2,165,17,99,9,5,9.1366,2.6129,1,1,1847.6375,811.4268
2068761028,2,166,19,26,12,12,5.5245,3.4402,0,1,987.1036,1386.7353
2068761028,2,167,41,46,15,12,11.8332,21.7799,0,1,1819.4194,4489.7465
2068761028,2,168,90,35,10,14,9.5362,9.4571,1,1,1954.3584,2277.8186
2068761028,2,169,15,90,15,13,18.1232,20.7698,1,2,2695.7518,3453.3599
2068761028,2,170,34,70,12,5,9.2504,4.5292,1,0,2011.3157,896.2135
2068761028,2,171,13,21,3,13,7.9015,19.4739,2,2,1402.5528,3611.3872
2068761028,2,172,90,56,15,15,20.1599,17.9616,2,1,5219.2669,3306.5302
2068761028,2,173,17,95,8,6,6.7331,3.5862,1,1,1330.8229,859.8907
2068761028,2,174,8,70,3,13,2.8324,8.0878,0,1,659.9973,2407.1671
2068761028,2,175,56,58,11,12,17.9947,3.8186,2,2,4206.6763,1628.1011
2068761028,2,176,99,78,3,9,7.0332,3.8785,1,0,1132.8031,746.2484
2068761028,2,177,95,66,5,10,3.9385,11.8171,1,0,1351.634,2508.8468
2068761028,2,178,79,78,3,8,4.6715,9.2699,1,2,1019.7451,1934.0781
2068761028,2,179,42,41,8,19,6.3358,12.4191,2,0,1112.3556,3311.0465
2068761028,2,180,78,14,6,8,7.3564,7.3737,1,2,1337.4751,1274.298
2068761028,2,181,32,94,11,8,11.3035,12.5336,2,3,2325.0444,2993.8532
2068761028,2,182,15,78,6,10,8.3025,9.4327,3,1,1396.4156,1891.7645
2068761028,2,183,34,1,0,15,6.1319,17.2609,0,3,860.0576,3320.7079
2068761028,2,184,29,99,20,14,13.7764,16.7546,0,3,3722.4425,4798.7961
2068761028,2,185,48,66,7,10,7.1101,13.4457,1,1,1042.8192,2873.5018
2068761028,2,186,49,39,5,10,4.0412,14.0558,3,1,1168.6313,2544.6169
2068761028,2,187,39,92,9,5,16.8229,4.9872,3,1,3552.9485,869.1898
2068761028,2,188,27,66,10,12,4.4693,20.8892,0,1,1527.3904,3062.5642
2068761028,2,189,32,14,8,4,9.2036,2.1502,1,0,1914.4611,1246.354
2068761028,2,190,73,66,5,11,13.751,19.653,3,3,2437.3359,3798.2761
2068761028,2,191,15,8,6,18,8.7349,5.5029,1,0,1367.6661,1565.5788
2068761028,2,192,73,99,6,6,6.1698,1.4298,1,0,1041.4582,469.9566
2068761028,2,193,63,45,11,9,10.2907,14.8638,1,3,2213.4848,3414.3474
2068761028,2,194,73,75,5,12,7.7396,21.7488,1,1,1209.5343,5018.7259
2068761028,2,195,39,21,7,9,11.8948,3.1366,1,0,2704.1067,1566.5705
2068761028,2,196,32,70,12,13,10.4683,6.6427,1,1,2045.1594,1599.8048
