seed,generation,child_id,parent1_id,parent2_id,morph_diff_p1,morph_diff_p2,tf_diff_p1,tf_diff_p2,activation_diff_p1,activation_diff_p2,trajectory_diff_p1,trajectory_diff_p2
3510944332,2,101,91,78,10,7,3.9467,3.6608,1,2,910.9245,876.1021
3510944332,2,102,21,78,8,7,3.9888,4.8263,2,2,1015.0388,1300.3094
3510944332,2,103,78,68,3,10,1.0889,15.9921,0,0,315.6995,3108.3062
3510944332,2,104,8,71,1,9,1.686,7.7451,0,3,786.5892,2034.0175
3510944332,2,105,16,91,13,4,26.8123,5.2826,2,1,6394.5812,1211.8784
3510944332,2,106,14,60,7,11,3.6179,12.6916,1,1,814.8457,4290.1832
3510944332,2,107,24,7,12,11,10.1394,11.0967,0,1,2181.1601,3081.3943
3510944332,2,108,4,29,8,12,11.1641,10.0603,2,2,2628.0274,2504.2638
3510944332,2,109,55,48,11,2,17.0185,4.6438,1,2,4322.9102,977.2637
3510944332,2,110,43,85,8,4,1.4718,7.564,1,2,1194.5107,1357.975
3510944332,2,111,44,29,5,6,9.3299,6.6698,2,2,1699.4449,1748.5808
3510944332,2,112,9,24,10,11,15.9271,5.8656,1,1,2373.1091,2053.5755
3510944332,2,113,16,14,15,11,22.4553,5.6432,2,1,4940.9173,1459.6894
3510944332,2,114,57,28,17,14,51.227,30.1881,4,0,9951.909,5585.2691
3510944332,2,115,4,90,4,17,6.7728,14.7741,2,2,1340.9411,3979.955
3510944332,2,116,82,92,12,20,11.4849,17.0846,1,0,2000.5283,3267.8236
3510944332,2,117,92,18,5,12,7.3103,15.6864,1,2,1493.9092,3689.2594
3510944332,2,118,90,16,17,14,16.2405,27.5876,3,3,4248.3041,6407.7113
3510944332,2,119,44,68,10,11,9.5706,11.7058,1,1,1857.6433,2305.848
3510944332,2,120,68,24,12,15,15.5601,3.0147,0,0,3417.6535,1418.3206
3510944332,2,121,18,16,14,14,11.4908,13.74,3,0,3034.0928,3027.6606
3510944332,2,122,82,90,17,20,13.8834,14.8508,1,0,3378.7215,4429.2403
3510944332,2,123,28,82,17,13,31.7775,16.185,1,2,6930.7223,3870.3171
3510944332,2,124,33,85,11,9,12.6255,9.651,0,2,2483.8692,2092.6389
3510944332,2,125,28,93,7,12,7.8373,29.537,0,0,1097.1361,5608.3251
3510944332,2,126,96,58,11,11,13.8424,17.8232,0,1,2956.2885,3655.7223
3510944332,2,127,52,56,5,11,10.1627,15.3624,1,2,1361.8279,3923.4415
3510944332,2,128,56,87,5,9,13.2717,11.8257,0,1,2115.1891,2343.9808
3510944332,2,129,44,78,7,14,10.5858,12.2742,0,0,2335.2899,2438.3069
3510944332,2,130,15,7,9,10,8.632,7.0332,4,3,1384.2601,1494.9671
3510944332,2,131,33,82,21,18,14.3155,15.074,1,2,4169.1012,4515.4179
3510944332,2,132,87,52,7,11,6.5539,8.4213,0,2,1971.165,2360.4336
3510944332,2,133,78,75,18,19,11.8358,17.0976,0,0,2162.9239,3763.4152
3510944332,2,134,82,38,9,7,11.5602,9.3779,2,2,3173.1679,1928.257
3510944332,2,135,4,24,2,11,6.1933,7.5126,2,2,1144.0373,2017.5525
3510944332,2,136,78,28,8,16,9.4208,25.9408,1,1,2085.5879,5068.2827
3510944332,2,137,16,8,14,12,23.7698,3.359,1,0,5564.4145,774.2132
3510944332,2,138,33,91,12,4,17.6455,7.7014,3,2,4104.2368,1569.4939
3510944332,2,139,8,23,13,12,11.5382,15.6369,1,0,2568.2466,3016.7041
3510944332,2,140,8,29,8,7,5.5335,4.6577,1,0,1203.3582,1128.0185
3510944332,2,141,93,55,8,12,8.2535,22.0929,2,2,1736.8152,5505.4499
3510944332,2,142,78,33,6,14,4.6408,15.3848,1,1,994.7005,3793.9394
3510944332,2,143,78,68,5,10,3.1474,16.278,1,1,808.0015,2837.4132
3510944332,2,144,96,8,8,11,9.403,6.9642,1,1,1679.939,1073.4458
3510944332,2,145,41,76,13,19,7.7572,13.7215,2,0,1986.2559,3514.6935
3510944332,2,146,66,82,9,13,12.3101,15.6094,2,2,3085.7991,3634.1882
3510944332,2,147,13,66,0,10,0.0,13.6044,0,1,0.0,3706.7942
3510944332,2,148,52,96,5,9,10.1627,6.3386,1,1,1361.8279,2092.8613
3510944332,2,149,78,41,17,12,8.7035,8.3276,1,1,2150.3584,2045.8541
3510944332,2,150,25,16,19,18,9.0458,7.7977,0,0,1960.4191,2888.8419
3510944332,2,151,66,82,9,11,11.5273,16.2863,1,3,3326.0298,4053.5249
3510944332,2,152,82,48,9,7,12.7362,5.3031,1,1,2505.0781,1719.3859
3510944332,2,153,75,25,17,12,32.8008,27.5525,2,2,6453.0636,4378.6644
3510944332,2,154,82,75,9,19,15.6954,12.5185,1,0,2083.532,2927.2174
3510944332,2,155,19,76,7,20,6.9154,23.4523,2,2,2134.096,6272.9143
3510944332,2,156,100,75,6,17,11.2781,22.0328,1,1,3039.5838,4083.0555
3510944332,2,157,14,41,5,18,12.7404,9.8094,1,2,3134.4254,1977.3888
3510944332,2,158,50,95,7,12,5.2439,10.7211,1,0,1514.0896,1894.2883
3510944332,2,159,29,33,8,9,14.2673,8.9733,1,1,3701.5378,2468.7719
3510944332,2,160,91,67,7,9,8.1276,8.5939,1,1,1874.2417,1751.2738
3510944332,2,161,93,78,9,9,5.3694,2.1031,1,1,961.7717,707.2674
3510944332,2,162,71,85,4,8,6.8624,8.7486,2,2,1664.3388,1602.497
3510944332,2,163,11,25,8,12,10.395,23.8297,0,0,2885.595,3847.9913
3510944332,2,164,56,59,7,14,11.0696,12.8715,2,2,2559.528,2327.1707
3510944332,2,165,89,66,16,8,10.3222,9.4664,0,1,2540.9428,2016.6714
3510944332,2,166,93,19,13,11,14.613,13.145,2,2,2927.9743,2830.0707
3510944332,2,167,93,4,8,10,5.413,3.8761,1,1,1370.3091,1021.4693
3510944332,2,168,16,44,11,6,21.6265,10.5495,2,2,4977.1638,1844.904
3510944332,2,169,43,7,10,11,15.6555,15.6125,2,2,2955.1469,3111.9806
3510944332,2,170,12,75,13,11,35.8494,23.503,2,0,7580.4234,4688.2986
3510944332,2,171,91,27,9,6,10.7987,5.0951,2,2,2236.2748,1012.6207
3510944332,2,172,76,67,18,15,14.5755,15.5003,0,1,3974.1005,3131.3823
3510944332,2,173,43,72,0,9,0.8782,4.2796,0,2,177.8732,1967.6887
3510944332,2,174,4,43,2,7,6.1933,4.3306,2,1,1144.0373,1516.2622
3510944332,2,175,18,28,11,12,11.6242,30.3958,3,2,2787.7305,5492.5737
3510944332,2,176,90,16,23,14,6.9989,11.5886,0,0,1634.9386,2430.0853
3510944332,2,177,91,93,7,18,10.9638,19.5148,0,1,2038.9732,3548.455
3510944332,2,178,87,67,8,9,11.1501,8.971,2,2,2247.6005,1965.2941
3510944332,2,179,24,75,13,16,8.9467,19.1655,0,0,1545.6945,3154.9735
3510944332,2,180,23,38,8,6,14.263,7.584,0,1,2863.6263,1243.096
3510944332,2,181,90,75,19,16,16.4676,32.6442,2,2,4280.5091,6367.5301
